Timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,label
2023-09-30 22:56:35.853,350.54523,258.38214,266.6219,256.958,269.4702,254.21143,241.08887,263.7736,256.85626,263.3667,250.9562,259.29767,252.99072,267.0288,254.72005,264.48566,249.32861,256.958,248.71826,476.7863,250.85449,241.90266,240.27505,248.41309,236.8164,253.70279,239.56299,551.45264,237.01985,255.53384,241.39404,258.78906,258.9925,260.2132,
2023-09-30 22:56:36.853,357.9712,267.5374,276.2858,265.40118,278.82892,262.34943,250.04068,272.6237,263.8753,272.42023,258.89078,266.52017,260.31494,275.472,262.5529,273.03058,258.78906,265.096,257.3649,477.7018,258.68732,249.32861,248.10791,256.1442,244.14062,261.63736,246.8872,553.18195,245.05615,264.07877,249.12515,267.23224,267.33398,268.2495,
2023-09-30 22:56:37.853,355.6315,264.07877,273.23404,261.94254,275.67545,259.29767,246.68375,269.16504,260.51837,268.96158,255.43213,262.95978,256.5511,271.91162,259.29767,269.36847,255.53384,261.53564,253.90625,476.17593,255.12695,245.97168,244.54752,252.48209,240.58023,258.28043,243.53027,552.063,241.39404,260.51837,245.6665,263.3667,264.18048,264.5874,
2023-09-30 22:56:38.856,340.98306,244.64925,254.1097,243.02164,256.1442,241.29231,227.05078,250.04068,244.24234,250.14241,238.54573,246.37857,239.15608,254.21143,243.2251,250.9562,238.54573,244.54752,238.13882,474.4466,239.86816,229.89908,228.88184,236.91812,225.118,242.61475,228.88184,548.50256,226.44043,244.54752,231.9336,248.10791,248.61653,248.81998,
2023-09-30 22:56:39.856,323.58804,223.38867,232.23877,222.57486,235.1888,222.47314,207.11263,230.00081,228.57666,229.89908,221.76106,230.30598,222.88004,237.42676,227.05078,233.56119,219.82828,228.67838,221.25244,474.65005,225.5249,215.0472,215.0472,222.57486,211.58853,229.08528,215.4541,546.1629,212.70752,230.00081,219.01448,234.17154,234.78189,236.30777,
2023-09-30 22:56:40.856,312.5,210.46956,218.60757,209.75748,222.06624,209.65576,193.68489,216.57307,218.50586,216.2679,210.36783,219.5231,211.58853,225.83008,215.55582,221.15071,206.80745,217.4886,209.24886,474.54834,214.94547,203.85742,204.06087,211.48682,200.70393,218.20068,205.17984,544.33185,202.02637,218.7093,208.74023,223.79556,223.28694,225.72835,
2023-09-30 22:56:41.856,310.5672,207.4178,215.65755,206.604,219.11621,207.31607,191.14175,214.02994,216.77652,214.33511,208.33333,217.99722,209.75748,224.3042,214.02994,219.82828,205.28157,216.47134,208.02815,475.46387,213.72476,203.24707,203.34879,211.07991,200.09358,217.79378,204.56949,545.1456,201.41602,218.60757,208.33333,223.49039,222.88004,225.5249,
2023-09-30 22:56:42.856,318.80695,217.28516,226.03352,216.6748,229.39046,217.0817,201.61946,224.81282,225.5249,225.62662,218.20068,227.45767,220.03174,234.88362,224.3042,231.11978,217.18343,227.1525,219.5231,477.49835,224.40591,213.92822,214.33511,221.96451,210.97818,228.98355,215.35237,547.6888,213.0127,230.71289,219.5231,235.79915,234.98535,237.83365,
2023-09-30 22:56:43.856,329.0812,229.39046,238.64746,228.47493,241.69922,228.27148,213.62305,236.8164,234.68018,237.52847,228.3732,237.01985,229.89908,245.05615,234.375,241.90266,228.98355,237.2233,230.00081,477.39664,233.56119,223.28694,223.38867,231.22151,220.03174,237.73193,224.40591,549.51984,222.16797,240.47852,228.06802,244.85269,244.85269,246.4803,
2023-09-30 22:56:44.856,344.4417,249.32861,258.38214,248.00618,261.53564,246.58203,233.25601,256.5511,250.9562,257.3649,245.76822,254.00797,247.80273,263.16324,251.15967,260.72183,246.98892,254.31314,246.98892,479.2277,249.7355,240.07161,239.46126,247.59927,235.79915,253.70279,239.76643,552.5716,237.93538,256.85626,242.91992,261.12872,260.9253,262.04425,
2023-09-30 22:56:45.856,352.17285,260.00977,268.75812,258.4839,271.91162,256.44937,243.73372,266.92706,259.3994,267.4357,254.72005,262.6546,256.85626,272.01334,259.7046,269.7754,255.63557,262.5529,254.72005,478.8208,257.16144,248.00618,247.19238,255.22867,243.42854,261.23047,246.98892,553.18195,244.95442,264.07877,249.22688,267.94434,268.14777,269.36847,
2023-09-30 22:56:46.856,352.57974,260.31494,269.16504,258.4839,272.2168,255.63557,243.32681,265.60464,258.5856,266.82535,253.60107,261.4339,255.22867,270.38574,257.97525,268.45294,254.21143,260.72183,253.2959,477.29492,254.82178,245.97168,244.54752,252.58382,240.47852,258.38214,244.0389,552.9785,241.90266,261.23047,246.58203,264.68912,264.79083,264.89258,
2023-09-30 22:56:47.856,357.15738,265.50293,274.75992,263.67188,277.4048,260.72183,248.5148,271.0978,262.5529,271.5047,257.4666,264.89258,258.9925,274.14957,261.73907,272.01334,258.07697,263.8753,256.5511,477.19318,257.7718,248.71826,247.39583,255.63557,243.42854,261.027,246.58203,552.9785,244.4458,263.4684,248.71826,266.6219,267.33398,267.63916,
2023-09-30 22:56:48.856,356.54703,265.096,274.25128,263.26495,276.48926,260.2132,247.39583,270.08057,261.33218,269.7754,255.94075,263.67188,256.958,272.11505,259.50113,269.36847,255.3304,261.33218,253.70279,476.3794,255.12695,245.97168,244.34407,252.58382,240.17334,257.97525,243.12337,551.7578,240.8854,259.7046,244.95442,262.95978,263.26495,263.7736,
2023-09-30 22:56:49.856,346.47623,252.78726,261.63736,250.9562,263.8753,248.41309,234.78189,257.4666,250.85449,256.75455,245.05615,252.48209,245.76822,260.31494,248.5148,256.958,243.12337,249.63379,242.20784,474.4466,244.0389,234.375,233.45947,240.98714,229.39046,246.68375,232.44221,549.0112,229.79736,247.59927,234.375,250.85449,251.46484,252.0752,
2023-09-30 22:56:50.856,328.16568,229.18701,238.03711,227.5594,240.58023,226.64388,211.58853,234.47672,232.23877,234.375,225.118,233.76465,225.83008,240.58023,229.89908,236.71468,223.18521,231.52669,223.69385,474.24316,227.25423,217.18343,216.57307,224.3042,212.80923,230.40771,216.57307,546.4681,213.92822,231.32324,219.62483,235.5957,235.1888,236.91812,
2023-09-30 22:56:51.856,317.17935,215.25064,223.59212,214.43684,226.7456,214.84375,198.77115,221.96451,222.26968,222.06624,214.94547,223.59212,216.16617,230.40771,220.54036,226.03352,212.70752,221.96451,214.64029,474.4466,219.42139,208.74023,208.94368,216.36963,205.89192,223.18521,209.96094,545.3491,206.80745,223.79556,213.52132,228.57666,228.47493,230.50943,
2023-09-30 22:56:52.856,315.3483,212.70752,221.55762,211.8937,224.81282,212.50406,196.73665,219.82828,220.84554,220.23518,213.31787,222.47314,214.64029,229.69563,219.42139,225.5249,212.19888,221.8628,214.2334,475.6673,219.31966,208.53677,208.74023,216.57307,205.58675,223.49039,210.26611,546.06116,207.62125,224.91455,214.13167,229.79736,229.69563,231.83186,
2023-09-30 22:56:53.856,323.68976,223.8973,232.23877,223.38867,236.10432,223.0835,208.33333,231.22151,231.01807,231.9336,223.99902,233.05257,225.9318,240.58023,229.69563,237.12158,222.47314,232.54395,224.50764,478.007,229.28873,219.31966,219.11621,226.94905,215.75928,233.45947,220.23518,548.6043,217.59033,235.49397,223.49039,240.07161,239.6647,242.10611,
2023-09-30 22:56:54.856,339.35547,243.93716,252.38037,243.12337,256.04248,242.0044,228.47493,251.36311,247.701,251.56656,241.49576,250.34586,243.73372,258.4839,246.4803,255.63557,240.37679,250.04068,241.59749,479.12598,245.05615,235.69742,235.08707,243.12337,231.73013,249.22688,235.1888,551.24915,232.84912,251.87173,238.24055,255.83902,255.43213,257.87354,
2023-09-30 22:56:55.856,347.79865,253.90625,262.85806,252.68555,266.215,251.05794,238.03711,261.12872,254.82178,261.53564,249.63379,257.67007,251.36311,266.72363,254.41487,264.38394,249.93896,257.4666,249.7355,478.31216,252.0752,242.91992,242.30957,250.24414,238.34229,256.44937,241.90266,552.36816,239.96988,259.09424,244.64925,262.75635,262.75635,264.38394,
2023-09-30 22:56:56.856,348.10382,254.00797,263.26495,252.58382,266.41846,250.75276,237.93538,260.72183,254.21143,261.53564,249.22688,257.05972,250.85449,266.52017,254.31314,263.97705,250.44759,257.26318,249.63379,477.80353,251.87173,242.41129,241.90266,249.93896,238.13882,256.1442,241.59749,552.1647,239.76643,259.29767,244.54752,262.95978,262.95978,263.7736,
2023-09-30 22:56:57.856,347.08658,252.99072,261.73907,251.26138,264.5874,248.9217,235.90088,258.4839,251.87173,258.89078,246.4803,254.21143,247.80273,262.95978,250.9562,260.31494,246.78548,253.60107,246.27686,476.27765,248.20963,238.444,237.2233,245.15787,233.35774,251.26138,237.2233,550.74054,234.98535,253.90625,239.96988,257.3649,257.56836,258.1787,
2023-09-30 22:56:58.856,337.62613,240.58023,249.83723,238.444,252.17691,237.2233,222.67659,245.76822,240.8854,245.46304,234.78189,242.41129,234.98535,250.44759,239.15608,246.68375,233.86636,240.17334,233.35774,473.83624,235.79915,225.62662,225.01627,232.74739,221.15071,239.05435,224.50764,548.1974,222.06624,239.86816,227.45767,243.83545,243.93716,244.75098,
2023-09-30 22:56:59.856,331.62433,232.23877,241.69922,230.40771,243.63199,229.49219,214.2334,237.2233,233.66292,237.32503,227.05078,235.1888,227.35596,242.61475,232.03531,238.64746,226.64388,232.95084,226.54214,473.2259,228.7801,218.60757,217.99722,225.83008,214.2334,232.03531,218.20068,547.28186,215.4541,233.05257,221.45589,237.01985,237.01985,237.73193,
2023-09-30 22:57:00.856,331.9295,232.44221,242.0044,231.01807,244.0389,230.10254,214.94547,238.24055,234.68018,238.34229,228.16975,236.30777,228.67838,243.93716,233.05257,240.27505,227.76285,234.78189,227.76285,474.54834,230.50943,220.54036,219.72656,227.66113,216.36963,233.76465,219.93001,547.7905,217.59033,235.29053,223.28694,239.25781,239.46126,240.58023,
2023-09-30 22:57:01.856,329.79327,230.30598,239.56299,229.08528,242.51302,228.67838,213.72476,237.2233,234.06982,237.52847,227.86458,236.30777,228.98355,244.54752,233.45947,240.8854,228.16975,235.79915,228.98355,475.87076,232.13704,221.96451,221.45589,229.39046,217.99722,236.20605,222.37141,548.4009,220.13345,238.03711,226.03352,242.20784,242.20784,243.53027,
2023-09-30 22:57:02.856,329.0812,230.40771,239.15608,229.69563,242.61475,229.18701,214.64029,237.73193,235.79915,238.24055,229.18701,238.13882,231.01807,245.97168,235.08707,242.61475,228.67838,237.93538,229.89908,477.6001,234.27327,224.20247,223.8973,232.03531,220.7438,238.444,224.91455,548.70605,222.37141,240.68196,227.96631,245.2596,244.95442,246.68375,
2023-09-30 22:57:03.856,334.16748,238.95264,246.27686,238.13882,250.65103,236.71468,223.0835,245.86995,243.02164,245.86995,236.91812,245.86995,239.25781,253.60107,241.69922,250.44759,234.375,244.85269,236.30777,478.31216,240.8854,230.91634,230.40771,237.93538,226.94905,244.24234,230.91634,549.92676,227.86458,246.37857,233.45947,250.14241,250.24414,252.17691,
2023-09-30 22:57:04.856,339.5589,246.58203,253.70279,245.6665,258.28043,243.63199,230.91634,253.49934,250.04068,252.58382,243.42854,252.17691,246.0734,259.8063,247.39583,256.5511,239.76643,250.9562,241.29231,478.92252,245.56477,236.10432,235.5957,243.12337,232.34048,249.12515,235.29053,550.1302,232.54395,250.9562,237.2233,254.61832,254.21143,257.3649,
2023-09-30 22:57:05.856,339.86407,246.0734,253.80452,244.95442,257.87354,243.2251,230.10254,252.58382,249.12515,252.58382,242.81819,251.46484,245.2596,259.29767,246.98892,255.94075,240.07161,250.14241,241.29231,478.41388,245.15787,235.69742,235.08707,243.02164,231.62842,248.9217,234.78189,550.1302,232.13704,250.65103,237.32503,254.72005,254.31314,256.75455,
2023-09-30 22:57:06.856,344.13654,250.04068,258.38214,248.71826,261.53564,246.68375,233.25601,256.2459,250.85449,256.75455,245.2596,253.70279,247.19238,261.84082,249.93896,259.09424,244.54752,252.68555,244.85269,477.80353,247.49756,238.34229,237.2233,245.2596,233.66292,251.05794,237.12158,551.14746,234.78189,253.60107,239.76643,257.26318,257.4666,258.78906,
2023-09-30 22:57:07.856,345.86588,251.26138,260.51837,249.53206,263.06152,247.701,234.17154,257.05972,250.75276,257.4666,245.46304,253.39761,246.58203,261.94254,250.24414,259.3994,246.0734,252.38037,245.46304,476.4811,247.19238,237.73193,237.01985,245.05615,233.25601,250.9562,236.71468,550.944,234.68018,253.39761,239.6647,257.05972,257.26318,258.1787,
2023-09-30 22:57:08.856,340.7796,244.54752,253.80452,242.71646,256.1442,241.19058,227.05078,249.93896,244.34407,250.54932,239.05435,246.68375,239.6647,255.43213,243.83545,252.27864,239.35953,245.6665,238.8509,475.56558,240.98714,231.22151,230.61116,238.54573,226.7456,244.75098,230.50943,549.72327,228.16975,246.68375,233.45947,250.85449,250.9562,251.66829,
2023-09-30 22:57:09.856,338.94855,242.61475,251.66829,241.19058,254.31314,239.46126,225.21973,248.20963,243.02164,248.00618,237.01985,245.15787,238.13882,253.19417,241.59749,249.83723,236.51123,243.53027,236.30777,475.46387,239.25781,229.08528,228.06802,236.0026,224.50764,242.10611,228.16975,549.0112,225.72835,243.63199,230.91634,247.701,248.20963,248.9217,
2023-09-30 22:57:10.856,327.96222,228.88184,238.13882,227.66113,240.47852,226.54214,211.69026,234.27327,232.34048,234.375,225.42317,233.86636,226.03352,241.19058,230.00081,237.2233,223.59212,232.13704,224.40591,474.4466,227.66113,217.59033,217.0817,224.71109,213.0127,231.01807,217.28516,546.77325,214.64029,232.34048,220.54036,236.61295,236.0026,237.42676,
2023-09-30 22:57:11.856,316.06036,212.80923,222.06624,211.8937,224.71109,211.99544,196.02457,218.91275,219.93001,219.72656,211.99544,221.04898,212.91096,227.96631,217.79378,223.69385,210.673,219.42139,212.09717,473.938,216.36963,206.1971,205.89192,213.72476,202.53499,220.54036,207.11263,545.4508,204.06087,221.25244,210.77473,226.03352,225.21973,227.25423,
2023-09-30 22:57:12.856,316.9759,215.0472,223.49039,214.2334,226.7456,214.2334,198.5677,221.55762,222.47314,222.16797,214.84375,223.8973,216.2679,230.8146,220.64209,226.84732,213.31787,222.67659,215.35237,475.2604,220.33691,209.35059,209.55403,217.18343,206.40054,223.8973,210.57129,546.26465,207.8247,225.01627,214.53857,229.5939,229.79736,231.42496,
2023-09-30 22:57:13.856,319.11212,218.20068,226.54214,217.59033,230.10254,217.69205,202.22981,225.32144,226.23697,225.72835,218.7093,227.86458,220.33691,234.68018,224.40591,231.01807,216.47134,226.94905,218.7093,476.68457,223.8973,213.62305,213.82649,221.45589,210.673,227.96631,214.84375,547.28186,211.8937,229.49219,218.20068,234.27327,233.9681,236.30777,
2023-09-30 22:57:14.856,325.21564,226.44043,234.78189,226.23697,238.64746,226.44043,211.58853,235.1888,234.06982,235.08707,227.5594,236.61295,229.79736,244.24234,233.35774,240.58023,226.03352,236.10432,227.96631,478.51562,233.1543,223.0835,223.38867,231.11978,220.43863,237.73193,224.40591,548.80774,221.76106,239.35953,227.25423,243.83545,243.93716,246.68375,
2023-09-30 22:57:15.856,342.7124,250.24414,257.4666,249.22688,262.04425,247.90445,235.08707,257.97525,253.90625,257.7718,248.10791,256.65283,250.85449,265.096,252.27864,262.34943,245.76822,256.2459,246.98892,480.34668,251.05794,241.69922,241.80093,249.12515,238.03711,255.43213,241.08887,552.2664,238.95264,257.67007,243.42854,261.63736,261.12872,264.07877,
2023-09-30 22:57:16.856,355.32632,265.50293,273.33575,264.07877,277.0996,261.23047,249.22688,271.80988,264.48566,271.70816,259.29767,267.33398,261.63736,276.08234,262.95978,273.9461,257.67007,266.52017,257.3649,479.12598,260.11148,251.15967,250.04068,257.87354,246.0734,263.3667,249.02344,553.7923,246.78548,266.215,250.75276,269.16504,269.67365,271.40298,
2023-09-30 22:57:17.859,356.7505,265.90982,274.75992,263.8753,277.60822,261.33218,248.81998,271.70816,263.16324,271.80988,258.28043,266.11328,260.00977,275.1668,262.45117,273.03058,258.5856,265.29947,257.3649,477.7018,258.78906,249.93896,248.71826,256.85626,244.54752,262.2477,247.701,553.18195,245.76822,265.19775,249.83723,268.35123,268.45294,269.4702,
2023-09-30 22:57:18.859,354.10562,262.146,271.19952,260.00977,273.33575,257.4666,244.54752,267.23224,258.89078,267.33398,253.80452,261.4339,254.9235,270.18228,257.97525,267.8426,254.1097,260.11148,252.99072,475.97247,253.80452,244.85269,243.32681,251.56656,239.46126,257.05972,242.51302,551.96124,240.37679,259.50113,245.15787,262.75635,262.95978,263.57013,
2023-09-30 22:57:19.859,344.03482,248.20963,257.97525,246.4803,259.8063,244.64925,230.61116,253.60107,247.09065,253.90625,241.49576,249.43033,241.90266,257.67007,246.0734,254.5166,241.80093,247.59927,240.58023,474.54834,242.20784,232.84912,231.62842,239.76643,227.5594,245.6665,231.01807,549.4181,229.08528,247.39583,233.9681,251.15967,251.26138,251.77002,
2023-09-30 22:57:20.859,333.0485,234.78189,244.24234,233.25601,246.4803,232.13704,217.38687,240.37679,236.71468,240.68196,230.20425,238.54573,231.01807,246.27686,235.29053,242.81819,230.00081,236.91812,230.00081,474.65005,233.05257,222.67659,221.8628,230.10254,218.3024,236.30777,222.26968,547.6888,219.82828,237.73193,225.5249,241.90266,241.90266,242.61475,
2023-09-30 22:57:21.859,326.5381,226.54214,235.29053,225.32144,238.13882,224.81282,209.24886,232.54395,230.20425,232.64566,223.38867,232.23877,224.50764,239.56299,228.98355,235.49397,222.67659,230.40771,223.59212,474.95523,227.1525,216.77652,216.16617,224.20247,213.0127,230.71289,216.87825,546.36633,214.33511,231.62842,220.64209,236.4095,236.20605,237.73193,
2023-09-30 22:57:22.859,321.4518,219.72656,229.18701,218.91275,232.03531,218.91275,203.55225,226.3387,225.83008,226.7456,218.7093,227.35596,219.62483,234.78189,224.3042,230.8146,217.69205,226.13525,218.91275,474.85352,222.98177,212.50406,212.60579,220.33691,209.14713,227.1525,213.31787,546.4681,210.673,228.16975,217.18343,232.95084,232.44221,234.375,
2023-09-30 22:57:23.859,322.5708,221.45589,230.71289,220.64209,233.66292,220.54036,205.3833,228.47493,227.86458,229.28873,220.94727,230.00081,222.26968,237.52847,227.05078,233.76465,220.43863,229.08528,221.96451,476.17593,226.13525,215.861,215.75928,223.8973,212.40234,230.50943,216.87825,547.58704,214.33511,231.9336,220.64209,236.71468,236.51123,238.444,
2023-09-30 22:57:24.859,327.4536,228.27148,237.01985,227.5594,240.17334,226.94905,212.40234,235.39224,233.9681,236.10432,227.1525,236.30777,229.08528,243.93716,232.95084,240.47852,226.13525,235.90088,227.66113,477.39664,231.9336,222.06624,221.76106,229.89908,218.60757,236.30777,222.57486,548.50256,219.82828,238.34229,225.83008,242.91992,242.20784,244.64925,
2023-09-30 22:57:25.859,329.18292,231.11978,239.46126,230.30598,243.12337,229.5939,215.0472,238.54573,236.10432,238.34229,229.5939,238.64746,231.62842,246.27686,235.08707,242.51302,228.47493,237.6302,229.79736,476.98975,234.17154,223.99902,223.69385,231.42496,220.33691,238.03711,224.3042,548.4009,222.06624,239.56299,227.35596,243.83545,243.93716,246.17513,
2023-09-30 22:57:26.859,328.9795,231.73013,239.56299,230.61116,243.42854,229.69563,215.35237,238.54573,236.61295,238.64746,230.00081,238.8509,231.83186,246.4803,234.98535,242.71646,228.06802,237.6302,229.49219,477.39664,233.66292,223.99902,223.69385,231.32324,220.13345,237.83365,224.10074,548.50256,221.65933,239.35953,226.94905,243.93716,243.2251,245.76822,
2023-09-30 22:57:27.859,332.74332,235.79915,244.14062,234.88362,247.39583,233.66292,219.5231,242.30957,239.56299,242.20784,233.1543,241.49576,234.88362,249.12515,237.6302,245.76822,230.91634,240.17334,232.23877,476.888,235.90088,225.83008,225.72835,233.25601,222.37141,239.6647,225.42317,549.1129,222.98177,241.08887,228.67838,245.36133,245.05615,247.09065,
2023-09-30 22:57:28.859,337.5244,239.86816,249.53206,238.64746,252.0752,237.42676,223.18521,246.37857,242.20784,247.19238,236.20605,244.85269,237.52847,252.78726,241.39404,249.83723,236.61295,243.73372,236.61295,476.3794,239.56299,229.79736,228.98355,237.2233,225.42317,243.32681,229.18701,550.1302,227.25423,245.46304,232.54395,249.7355,249.7355,250.85449,
2023-09-30 22:57:29.859,339.45718,240.37679,251.26138,238.95264,252.78726,238.34229,223.79556,246.98892,241.90266,248.61653,236.4095,244.4458,237.01985,253.39761,242.41129,250.65103,239.25781,244.34407,238.64746,475.56558,240.37679,230.61116,229.79736,238.34229,226.13525,244.54752,230.40771,550.74054,228.57666,247.39583,234.17154,251.46484,251.87173,251.87173,
2023-09-30 22:57:30.859,339.66064,240.78369,251.36311,239.35953,252.99072,238.444,223.79556,246.98892,241.49576,248.61653,236.4095,243.93716,236.91812,252.99072,242.51302,250.34586,239.56299,244.0389,238.54573,475.36212,239.96988,230.20425,229.5939,237.73193,225.9318,244.14062,230.20425,550.23193,228.47493,246.8872,233.86636,251.15967,251.66829,251.56656,
2023-09-30 22:57:31.859,333.45538,233.86636,244.14062,232.44221,246.27686,231.73013,217.18343,240.27505,236.61295,241.59749,231.01807,238.74918,231.52669,247.49756,236.8164,244.4458,232.84912,238.444,232.64566,474.95523,234.98535,224.81282,224.71109,232.74739,220.84554,239.35953,225.21973,549.0112,223.18521,241.29231,229.08528,245.6665,246.0734,246.17513,
2023-09-30 22:57:32.859,323.58804,222.06624,231.42496,221.15071,234.06982,221.25244,205.58675,229.08528,227.66113,229.69563,220.84554,229.5939,221.8628,237.32503,227.05078,233.25601,220.94727,228.7801,222.06624,474.95523,225.62662,215.25064,215.25064,223.18521,211.99544,229.89908,216.2679,546.5698,213.72476,231.42496,220.13345,236.30777,235.5957,237.42676,
2023-09-30 22:57:33.859,321.4518,220.43863,229.28873,219.62483,232.13704,219.21793,203.75569,226.7456,226.3387,227.05078,218.91275,227.96631,220.23518,235.1888,224.50764,230.91634,217.38687,226.64388,218.7093,475.36212,223.0835,213.0127,212.60579,220.33691,209.24886,227.1525,213.41959,546.26465,210.77473,228.16975,216.87825,232.64566,232.23877,234.375,
2023-09-30 22:57:34.859,324.6053,225.21973,233.45947,224.3042,237.12158,223.8973,208.94368,231.83186,231.32324,232.13704,224.3042,232.95084,225.72835,240.27505,229.39046,236.51123,221.96451,231.62842,223.8973,476.7863,228.16975,218.09895,218.09895,225.62662,214.74202,232.34048,218.40413,547.48535,215.65755,233.35774,221.96451,238.13882,237.52847,239.86816,
2023-09-30 22:57:35.859,328.57257,230.50943,238.95264,229.89908,242.71646,229.08528,214.64029,237.52847,236.10432,238.13882,229.5939,238.34229,231.62842,246.0734,234.78189,242.61475,227.86458,237.42676,229.28873,477.7018,233.9681,223.99902,223.69385,231.32324,220.33691,237.93538,224.40591,548.9095,221.96451,239.56299,227.25423,244.0389,243.93716,246.0734,
2023-09-30 22:57:36.859,329.79327,232.54395,240.58023,231.83186,244.54752,230.91634,216.57307,239.6647,237.83365,239.6647,231.32324,240.07161,233.45947,247.701,236.4095,244.24234,229.28873,238.95264,230.61116,477.80353,235.1888,225.32144,225.32144,232.74739,221.76106,239.25781,225.72835,548.80774,222.98177,240.78369,228.3732,245.46304,245.05615,247.59927,
2023-09-30 22:57:37.859,334.2692,238.54573,246.37857,237.73193,250.44759,236.4095,222.77832,245.6665,243.02164,245.97168,236.8164,245.6665,239.05435,253.49934,241.69922,250.34586,234.98535,244.95442,236.4095,478.71906,240.78369,231.22151,230.8146,238.64746,227.35596,244.85269,231.01807,549.92676,228.57666,246.8872,233.86636,251.15967,250.9562,253.2959,
